Generation,City Order,Distance,Fitness
467,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
468,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
469,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
470,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
471,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
472,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
473,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
474,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
475,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
476,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
477,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
478,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
479,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
480,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
481,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
482,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
483,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
484,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
485,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
486,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
487,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
488,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
489,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
490,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
491,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
492,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
493,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
494,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
495,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
496,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
497,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
498,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
499,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
